,id,age,income,children,gender,region,married,car,savings_acct,current_acct,mortgage,pep,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
161,ID12262,0.45,0.14,0.00,FEMALE,INNER_CITY,YES,NO,NO,NO,NO,NO,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
162,ID12263,0.63,0.27,1.00,FEMALE,TOWN,NO,NO,NO,YES,NO,NO,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
163,ID12264,0.06,0.04,0.33,FEMALE,TOWN,NO,YES,NO,YES,NO,NO,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
164,ID12265,0.45,0.34,0.00,FEMALE,INNER_CITY,YES,NO,NO,NO,NO,NO,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
165,ID12266,0.16,0.33,0.33,MALE,RURAL,YES,NO,NO,YES,YES,YES,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
166,ID12267,0.04,0.08,0.33,MALE,TOWN,NO,NO,YES,YES,YES,NO,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
167,ID12268,0.12,0.06,0.33,MALE,INNER_CITY,NO,NO,NO,NO,YES,NO,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
168,ID12269,0.39,0.37,0.00,FEMALE,TOWN,NO,YES,YES,YES,NO,NO,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
169,ID12270,0.78,0.50,0.00,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
170,ID12271,0.69,0.76,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
171,ID12272,0.08,0.25,0.67,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
172,ID12273,0.35,0.33,1.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
173,ID12274,0.33,0.38,0.33,MALE,RURAL,YES,YES,YES,YES,NO,YES,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
174,ID12275,1.00,0.63,0.67,FEMALE,TOWN,YES,NO,YES,YES,NO,YES,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
175,ID12276,0.82,0.88,0.00,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,YES,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
176,ID12277,0.45,0.56,0.00,MALE,TOWN,YES,YES,YES,YES,NO,NO,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
177,ID12278,0.47,0.43,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,YES,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
178,ID12279,0.51,0.18,0.00,MALE,INNER_CITY,YES,NO,NO,NO,NO,YES,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
179,ID12280,0.92,0.53,0.67,MALE,INNER_CITY,YES,NO,NO,YES,NO,YES,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
180,ID12281,0.08,0.22,0.33,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,YES,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
181,ID12282,0.86,0.89,0.00,MALE,RURAL,NO,NO,YES,YES,NO,YES,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
182,ID12283,0.96,0.56,0.00,FEMALE,INNER_CITY,NO,YES,YES,YES,YES,NO,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
183,ID12284,0.61,0.23,0.67,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
184,ID12285,0.41,0.42,0.00,FEMALE,INNER_CITY,NO,YES,YES,NO,YES,NO,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
185,ID12286,0.63,0.48,0.33,MALE,RURAL,YES,YES,YES,YES,YES,YES,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
186,ID12287,0.04,0.23,0.00,FEMALE,INNER_CITY,YES,NO,NO,NO,YES,YES,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
187,ID12288,0.61,0.51,0.33,FEMALE,TOWN,YES,NO,NO,YES,NO,YES,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
188,ID12289,0.41,0.51,0.67,MALE,INNER_CITY,YES,YES,NO,YES,YES,NO,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
189,ID12290,0.47,0.29,0.00,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
190,ID12291,1.00,1.00,0.67,FEMALE,SUBURBAN,YES,YES,YES,YES,NO,YES,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
191,ID12292,0.43,0.17,0.33,MALE,INNER_CITY,YES,YES,YES,NO,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
192,ID12293,0.94,0.76,1.00,FEMALE,RURAL,YES,NO,YES,YES,NO,YES,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
193,ID12294,0.47,0.19,0.00,MALE,INNER_CITY,YES,YES,NO,YES,YES,YES,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
194,ID12295,0.76,0.54,0.67,MALE,SUBURBAN,YES,YES,NO,YES,NO,YES,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
195,ID12296,0.69,0.22,0.33,MALE,INNER_CITY,YES,NO,YES,NO,YES,YES,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
196,ID12297,0.24,0.24,0.00,FEMALE,INNER_CITY,NO,NO,NO,YES,YES,YES,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
197,ID12298,0.69,0.75,0.67,MALE,INNER_CITY,YES,YES,YES,YES,NO,YES,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
198,ID12299,0.16,0.16,0.67,MALE,INNER_CITY,NO,NO,NO,YES,YES,NO,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0
199,ID12300,0.16,0.27,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,YES,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
200,ID12301,0.57,0.36,0.33,MALE,TOWN,YES,YES,YES,YES,NO,YES,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
201,ID12302,0.57,0.63,0.00,FEMALE,TOWN,YES,NO,YES,YES,YES,NO,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
202,ID12303,0.69,0.21,0.00,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
203,ID12304,0.39,0.24,1.00,MALE,INNER_CITY,NO,YES,NO,YES,NO,NO,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
204,ID12305,0.08,0.13,0.33,MALE,INNER_CITY,YES,NO,YES,YES,YES,YES,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
205,ID12306,0.00,0.16,0.00,MALE,INNER_CITY,NO,YES,NO,YES,YES,YES,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
206,ID12307,0.92,0.94,0.00,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
207,ID12308,0.14,0.17,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
208,ID12309,1.00,0.60,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
209,ID12310,0.18,0.27,0.00,MALE,INNER_CITY,NO,NO,YES,NO,NO,YES,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
210,ID12311,0.88,0.33,0.00,MALE,INNER_CITY,NO,YES,NO,NO,NO,YES,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
211,ID12312,0.82,0.48,0.33,MALE,TOWN,YES,YES,YES,YES,NO,YES,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
212,ID12313,0.08,0.16,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,YES,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
213,ID12314,0.20,0.14,0.33,MALE,TOWN,NO,NO,NO,YES,NO,YES,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
214,ID12315,0.10,0.08,0.00,MALE,INNER_CITY,YES,NO,YES,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
215,ID12316,0.18,0.22,0.00,MALE,SUBURBAN,YES,NO,YES,YES,NO,NO,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
216,ID12317,0.18,0.17,0.00,FEMALE,SUBURBAN,YES,YES,NO,YES,NO,NO,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
217,ID12318,0.45,0.46,1.00,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
218,ID12319,0.43,0.46,0.00,MALE,TOWN,NO,YES,YES,NO,NO,YES,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
219,ID12320,0.35,0.41,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
220,ID12321,0.39,0.37,0.67,FEMALE,INNER_CITY,NO,YES,NO,NO,NO,NO,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
221,ID12322,0.59,0.64,0.67,MALE,INNER_CITY,YES,NO,YES,YES,NO,YES,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
222,ID12323,0.49,0.59,0.33,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,YES,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
223,ID12324,1.00,0.66,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
224,ID12325,0.80,0.77,1.00,MALE,RURAL,YES,NO,YES,YES,NO,YES,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
225,ID12326,0.59,0.39,0.00,FEMALE,RURAL,NO,YES,YES,YES,NO,YES,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
226,ID12327,1.00,0.78,0.67,MALE,INNER_CITY,YES,YES,YES,YES,NO,YES,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
227,ID12328,0.78,0.34,0.00,MALE,TOWN,NO,NO,YES,YES,NO,YES,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
228,ID12329,0.39,0.40,0.00,MALE,RURAL,NO,YES,NO,YES,YES,YES,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
229,ID12330,0.18,0.13,0.00,MALE,INNER_CITY,NO,YES,NO,NO,NO,YES,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
230,ID12331,0.84,0.43,0.00,FEMALE,INNER_CITY,YES,YES,NO,YES,YES,YES,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
231,ID12332,0.27,0.41,0.33,MALE,INNER_CITY,NO,NO,NO,YES,YES,NO,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0
232,ID12333,0.27,0.16,0.00,MALE,SUBURBAN,YES,NO,NO,YES,YES,YES,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
233,ID12334,0.29,0.44,0.00,FEMALE,TOWN,YES,YES,YES,YES,NO,NO,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
234,ID12335,0.80,0.63,1.00,FEMALE,RURAL,NO,NO,YES,NO,NO,NO,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
235,ID12336,0.63,0.20,0.33,FEMALE,INNER_CITY,NO,NO,YES,YES,YES,YES,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
236,ID12337,0.96,0.81,0.67,MALE,TOWN,NO,YES,YES,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
237,ID12338,0.08,0.22,0.67,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
238,ID12339,0.16,0.22,0.67,FEMALE,RURAL,YES,NO,YES,NO,NO,NO,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
239,ID12340,0.10,0.13,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
240,ID12341,0.16,0.11,0.67,FEMALE,RURAL,YES,YES,NO,NO,NO,NO,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0
241,ID12342,0.84,0.88,0.00,FEMALE,INNER_CITY,NO,YES,YES,YES,NO,YES,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
242,ID12343,1.00,0.52,0.33,MALE,INNER_CITY,YES,YES,YES,YES,NO,YES,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
243,ID12344,0.33,0.26,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
244,ID12345,0.65,0.39,0.67,MALE,RURAL,YES,YES,YES,NO,NO,NO,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
245,ID12346,0.57,0.56,0.00,MALE,SUBURBAN,NO,YES,YES,YES,YES,NO,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
246,ID12347,0.10,0.04,1.00,FEMALE,INNER_CITY,NO,YES,NO,NO,NO,NO,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
247,ID12348,0.16,0.28,0.00,MALE,RURAL,YES,NO,NO,YES,NO,NO,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
248,ID12349,0.45,0.26,1.00,MALE,TOWN,YES,NO,YES,YES,NO,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
249,ID12350,0.37,0.28,1.00,MALE,TOWN,YES,YES,NO,YES,NO,NO,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
250,ID12351,0.96,0.91,0.00,MALE,INNER_CITY,NO,NO,YES,YES,YES,NO,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
251,ID12352,0.55,0.53,0.33,FEMALE,TOWN,YES,YES,YES,YES,YES,YES,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
252,ID12353,0.10,0.16,0.67,MALE,INNER_CITY,YES,NO,NO,YES,YES,NO,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0
253,ID12354,0.49,0.22,0.33,FEMALE,TOWN,YES,NO,NO,NO,NO,YES,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
254,ID12355,0.06,0.10,1.00,FEMALE,RURAL,NO,NO,YES,YES,YES,NO,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
255,ID12356,0.90,0.33,0.00,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,YES,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
256,ID12357,0.63,0.36,0.67,FEMALE,SUBURBAN,NO,NO,YES,YES,NO,NO,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
257,ID12358,0.20,0.32,0.67,FEMALE,TOWN,YES,NO,NO,YES,YES,NO,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
258,ID12359,0.41,0.28,1.00,FEMALE,TOWN,NO,NO,NO,YES,YES,NO,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
259,ID12360,0.37,0.12,0.00,MALE,TOWN,NO,NO,NO,NO,NO,NO,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
260,ID12361,0.08,0.21,0.00,MALE,SUBURBAN,YES,NO,YES,YES,NO,NO,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
261,ID12362,0.45,0.41,0.33,FEMALE,TOWN,YES,NO,YES,YES,YES,YES,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
262,ID12363,0.45,0.29,0.00,FEMALE,TOWN,YES,NO,NO,YES,NO,NO,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
263,ID12364,0.86,0.71,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
264,ID12365,0.10,0.24,0.00,MALE,INNER_CITY,NO,YES,YES,NO,NO,YES,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
265,ID12366,0.06,0.22,0.33,MALE,INNER_CITY,YES,YES,NO,NO,NO,YES,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
266,ID12367,0.82,0.49,0.00,MALE,TOWN,NO,YES,YES,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
267,ID12368,0.61,0.44,0.00,FEMALE,SUBURBAN,NO,NO,YES,YES,NO,YES,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
268,ID12369,0.92,0.51,0.00,FEMALE,TOWN,YES,YES,NO,YES,NO,NO,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
269,ID12370,0.04,0.20,1.00,MALE,TOWN,NO,YES,NO,YES,YES,NO,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
270,ID12371,1.00,0.96,0.67,FEMALE,SUBURBAN,NO,NO,YES,YES,YES,YES,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
271,ID12372,0.90,0.88,0.00,FEMALE,INNER_CITY,NO,YES,YES,YES,NO,YES,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
272,ID12373,0.37,0.14,0.00,MALE,TOWN,YES,NO,YES,YES,NO,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
273,ID12374,0.27,0.40,0.33,MALE,INNER_CITY,YES,YES,NO,YES,NO,YES,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
274,ID12375,0.49,0.38,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
275,ID12376,0.00,0.07,0.00,MALE,RURAL,YES,YES,NO,YES,YES,YES,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
276,ID12377,0.57,0.41,0.33,FEMALE,SUBURBAN,NO,NO,YES,YES,YES,YES,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
277,ID12378,0.14,0.30,0.33,MALE,TOWN,YES,YES,YES,YES,NO,YES,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
278,ID12379,0.96,0.33,0.00,FEMALE,RURAL,NO,NO,YES,NO,YES,NO,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
279,ID12380,0.45,0.55,0.33,MALE,TOWN,YES,NO,NO,YES,YES,YES,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
280,ID12381,0.29,0.30,0.33,MALE,INNER_CITY,YES,NO,NO,NO,NO,YES,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
281,ID12382,0.00,0.18,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
282,ID12383,0.94,0.85,0.33,MALE,INNER_CITY,YES,YES,YES,NO,NO,YES,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
283,ID12384,0.51,0.59,1.00,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
284,ID12385,0.08,0.15,1.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
285,ID12386,0.14,0.08,0.00,MALE,TOWN,YES,NO,NO,NO,NO,NO,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
286,ID12387,0.43,0.34,0.33,MALE,INNER_CITY,YES,YES,YES,YES,YES,YES,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
287,ID12388,0.82,0.40,1.00,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
288,ID12389,0.31,0.16,0.33,MALE,INNER_CITY,YES,NO,YES,NO,NO,NO,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
289,ID12390,0.69,0.55,0.33,FEMALE,RURAL,YES,YES,YES,YES,NO,YES,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
290,ID12391,0.10,0.15,0.00,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
291,ID12392,0.53,0.59,0.00,FEMALE,INNER_CITY,NO,YES,YES,NO,NO,YES,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
292,ID12393,0.67,0.71,0.67,MALE,RURAL,YES,YES,YES,YES,YES,YES,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
293,ID12394,0.16,0.27,0.00,FEMALE,TOWN,YES,NO,YES,YES,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
294,ID12395,0.49,0.30,0.00,MALE,TOWN,YES,NO,YES,NO,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
295,ID12396,0.33,0.47,0.00,MALE,TOWN,YES,YES,YES,YES,YES,NO,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
296,ID12397,0.73,0.34,0.67,FEMALE,RURAL,NO,YES,YES,YES,YES,NO,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
297,ID12398,0.00,0.06,0.67,MALE,RURAL,YES,NO,NO,NO,NO,NO,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
298,ID12399,0.59,0.21,0.67,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,NO,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
299,ID12400,0.12,0.15,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
300,ID12401,0.02,0.05,0.33,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
301,ID12402,0.39,0.18,0.00,FEMALE,TOWN,YES,NO,YES,NO,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
302,ID12403,0.55,0.42,0.00,FEMALE,TOWN,YES,NO,YES,NO,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
303,ID12404,0.63,0.63,1.00,MALE,RURAL,YES,NO,YES,YES,YES,NO,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
304,ID12405,1.00,0.90,1.00,FEMALE,RURAL,NO,NO,YES,YES,NO,YES,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
305,ID12406,0.35,0.11,0.00,FEMALE,RURAL,YES,NO,NO,YES,NO,NO,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
306,ID12407,0.92,0.81,0.67,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
307,ID12408,0.41,0.37,0.00,MALE,RURAL,NO,YES,YES,YES,NO,YES,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
308,ID12409,0.61,0.36,0.67,MALE,TOWN,NO,YES,YES,YES,NO,NO,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
309,ID12410,0.20,0.12,0.33,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,NO,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
310,ID12411,0.57,0.44,0.00,MALE,TOWN,YES,NO,YES,YES,NO,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
311,ID12412,0.98,0.54,0.33,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
312,ID12413,0.88,0.44,0.67,FEMALE,TOWN,NO,YES,NO,YES,NO,YES,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
313,ID12414,0.00,0.19,0.67,FEMALE,RURAL,NO,YES,YES,YES,NO,NO,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
314,ID12415,0.73,0.22,0.00,FEMALE,TOWN,YES,YES,YES,NO,NO,NO,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
315,ID12416,0.55,0.65,0.00,MALE,RURAL,NO,YES,YES,YES,YES,NO,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
316,ID12417,0.86,0.29,0.67,MALE,INNER_CITY,NO,YES,YES,YES,NO,NO,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
317,ID12418,0.55,0.56,0.33,FEMALE,TOWN,NO,NO,YES,YES,YES,YES,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
318,ID12419,0.27,0.31,0.67,FEMALE,INNER_CITY,NO,NO,YES,NO,NO,NO,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
319,ID12420,0.43,0.29,0.00,MALE,SUBURBAN,NO,YES,YES,YES,YES,NO,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
320,ID12421,0.71,0.57,0.67,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
321,ID12422,0.35,0.31,0.00,MALE,RURAL,YES,YES,NO,NO,YES,YES,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1
322,ID12423,0.14,0.10,0.33,FEMALE,TOWN,YES,YES,YES,NO,YES,NO,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
323,ID12424,0.29,0.33,0.00,MALE,TOWN,NO,NO,YES,YES,NO,YES,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
